45.4406989,-73.4941312
45.4404792,-73.4941675
45.4404942,-73.4954358
45.4379708,-73.4954014
45.4377539,-73.4950753
45.4374198,-73.4947511
45.4340084,-73.4909835
45.4360842,-73.4915390
45.4367045,-73.4916334
45.4372827,-73.4917364
45.4378127,-73.4919080
45.4383246,-73.4921226
45.4339056,-73.4912259
45.4350135,-73.4913884
45.4388726,-73.4923801
45.4396194,-73.4927578
45.4402638,-73.4930153
45.4407637,-73.4931526
45.4413342,-73.4932557
45.4415871,-73.4932814
45.4424508,-73.4932857
45.4447443,-73.4930668
45.4458041,-73.4929638
45.4470506,-73.4928608
45.4492725,-73.4926634
45.4522109,-73.4924230
45.4527648,-73.4923973
45.4536499,-73.4924316
45.4548962,-73.4925346
45.4567423,-73.4926728
45.4399492,-73.4731058
45.4419601,-73.4726671
45.4436054,-73.4720455
45.4454701,-73.4709852
45.4444961,-73.4715451
45.4453843,-73.4712581
45.4441048,-73.4720832
45.4433692,-73.4724832
45.4427669,-73.4727406
45.4420142,-73.4729123
45.4411476,-73.4730703
45.4401533,-73.4733157
45.4395451,-73.4736161
45.4381472,-73.4745644
45.4628341,-73.4933560
45.4594424,-73.4932244
45.4570694,-73.4930560
45.4412110,-73.4560681
45.4349029,-73.4900350
45.4329962,-73.4863386
45.4333726,-73.4840099
45.4330596,-73.4840082
45.4333772,-73.4831023
45.4352101,-73.4777059
45.4353547,-73.4784955
45.4354390,-73.4792852
45.4354104,-73.4815997
45.4329086,-73.4905711
45.4333844,-73.4905711
45.4338603,-73.4906398
45.4357088,-73.4909446
45.4379377,-73.4915067
45.4386303,-73.4918500
45.4353105,-73.4793280
45.4352322,-73.4785641
45.4350937,-73.4778260
45.4352170,-73.4813227
45.4352310,-73.4791653
45.4351731,-73.4785595
45.4350312,-73.4778489
45.4348081,-73.4771414
45.4318067,-73.4788200
45.4320355,-73.4795413
45.4324133,-73.4803085
45.4328211,-73.4809154
45.4333278,-73.4812835
45.4340899,-73.4813101
45.4373985,-73.4716714
45.4379977,-73.4741341
45.4379304,-73.4723311
45.4354893,-73.4725726
45.4351279,-73.4714139
45.4345497,-73.4717572
45.4311888,-73.4618180
45.4302974,-73.4623588
45.4382139,-73.4740170
45.4399581,-73.4729160
45.4455887,-73.4697831
45.4416323,-73.4719289
45.4412830,-73.4708131
45.4381657,-73.4727639
45.4382176,-73.4760144
45.4381272,-73.4747613
45.4388740,-73.4751132
45.4387054,-73.4743751
45.4477565,-73.4729589
45.4469556,-73.4705041
45.4442398,-73.4721521
45.4435473,-73.4725726
45.4435654,-73.4737743
45.4451310,-73.4737399
45.4464558,-73.4736369
45.4470520,-73.4734567
45.4370716,-73.4636924
45.4374089,-73.4649198
45.4375775,-73.4657953
45.4376498,-73.4671857
45.4379087,-73.4708164
45.4381231,-73.4743069
45.4358502,-73.4595374
45.4341235,-73.4543929
45.4359749,-73.4719291
45.4357762,-73.4720407
45.4356803,-73.4719064
45.4366861,-73.4623105
45.4376919,-73.4678552
45.4338549,-73.4662643
45.4353004,-73.4706073
45.4350956,-73.4699550
45.4372638,-73.4710365
45.4369933,-73.4914530
45.4381376,-73.4918479
45.4401972,-73.4928215
45.4412484,-73.4930582
45.4432283,-73.4930568
45.4458580,-73.4927748
45.4410181,-73.4856561
45.4409728,-73.4841666
45.4392877,-73.4839134
45.4392886,-73.4843950
45.4396051,-73.4843925
45.4396337,-73.4866932
45.4396259,-73.4876044
45.4405971,-73.4876070
45.4424757,-73.4775924
45.4424517,-73.4760389
45.4421995,-73.4756833
45.4420128,-73.4753400
45.4417960,-73.4755889
45.4415552,-73.4760094
45.4413865,-73.4764128
45.4412962,-73.4767819
45.4412540,-73.4771682
45.4412540,-73.4776145
45.4521930,-73.4755755
45.4520726,-73.4754811
45.4519642,-73.4754553
45.4518679,-73.4754982
45.4519642,-73.4757900
45.4512417,-73.4762965
45.4507901,-73.4762192
45.4501102,-73.4766590
45.4499597,-73.4763844
45.4498152,-73.4764015
45.4498267,-73.4769144
45.4497183,-73.4773436
45.4431164,-73.4731218
45.4402142,-73.4943305
45.4401359,-73.4945279
45.4401239,-73.4948112
45.4401991,-73.4950753
45.4402142,-73.4954978
45.4613154,-73.4926471
45.4607940,-73.4782566
45.4347873,-73.4767323
45.4346856,-73.4764739
45.4348016,-73.4764039
45.4348986,-73.4766487
45.4353451,-73.4905096
45.4406867,-73.4932965
45.4402626,-73.4932020
45.4398927,-73.4930690
45.4393859,-73.4928457
45.4388704,-73.4926027
45.4382882,-73.4923392
45.4380593,-73.4922277
45.4369377,-73.4919546
45.4365707,-73.4918924
45.4344459,-73.4916097
45.4340542,-73.4846917
45.4339518,-73.4846059
45.4353069,-73.4846746
45.4353913,-73.4846832
45.4353064,-73.4815989
45.4355780,-73.4847604
45.4354937,-73.4846917
45.4395529,-73.4950086
45.4391916,-73.4952060
45.4389808,-73.4952489
45.4387640,-73.4952661
45.4385592,-73.4952489
45.4383063,-73.4952317
45.4381376,-73.4952060
45.4379088,-73.4950343
45.4377462,-73.4949056
45.4376317,-73.4948112
45.4375835,-73.4946824
45.4376317,-73.4945279
45.4376980,-73.4944078
45.4377281,-73.4942533
45.4375474,-73.4939185
45.4373366,-73.4937812
45.4370535,-73.4936181
45.4367645,-73.4935237
45.4365356,-73.4934636
45.4363368,-73.4934207
45.4362043,-73.4933606
45.4361020,-73.4931976
45.4360779,-73.4930173
45.4360779,-73.4927770
45.4360779,-73.4925281
45.4360237,-73.4923307
45.4359153,-73.4921247
45.4357888,-73.4920388
45.4353792,-73.4918414
45.4354635,-73.4906302
45.4354937,-73.4850007
45.4355298,-73.4848634
45.4356502,-73.4847089
45.4357526,-73.4847003
45.4360165,-73.4847538
45.4363368,-73.4847346
45.4365357,-73.4846423
45.4366787,-73.4846015
45.4368816,-73.4846034
45.4370776,-73.4846746
45.4372523,-73.4847432
45.4374270,-73.4847346
45.4375835,-73.4846059
45.4377404,-73.4845428
45.4320185,-73.4796533
45.4321901,-73.4800423
45.4324238,-73.4804563
45.4327712,-73.4809518
45.4329389,-73.4811383
45.4331362,-73.4812969
45.4334339,-73.4813808
45.4353075,-73.4813973
45.4354139,-73.4813987
45.4378994,-73.4845438
45.4371052,-73.4814102
45.4378287,-73.4814095
45.4385144,-73.4813587
45.4391958,-73.4813494
45.4419954,-73.4810068
45.4454640,-73.4806378
45.4456808,-73.4806378
45.4459397,-73.4807236
45.4463612,-73.4809467
45.4467286,-73.4812729
45.4469815,-73.4816076
45.4471922,-73.4819424
45.4473548,-73.4823200
45.4474451,-73.4826805
45.4474933,-73.4832298
45.4475355,-73.4845516
45.4476545,-73.4905872
45.4477160,-73.4924610
45.4475534,-73.4924867
45.4475100,-73.4905872
45.4474090,-73.4862082
45.4473488,-73.4835903
45.4473307,-73.4828350
45.4472765,-73.4825604
45.4472163,-73.4824230
45.4470959,-73.4821226
45.4469092,-73.4817707
45.4467105,-73.4815046
45.4464817,-73.4812815
45.4463131,-73.4811270
45.4460782,-73.4809811
45.4458133,-73.4808781
45.4456206,-73.4808437
45.4453857,-73.4808437
45.4450666,-73.4808952
45.4436815,-73.4810583
45.4406102,-73.4814360
45.4391958,-73.4815554
45.4385084,-73.4815733
45.4378398,-73.4816159
45.4342383,-73.4815885
45.4317051,-73.4787122
45.4316424,-73.4784783
45.4333891,-73.4877703
45.4340757,-73.4877531
45.4333784,-73.4886485
45.4340937,-73.4867918
45.4347714,-73.4855415
45.4346673,-73.4886743
45.4342443,-73.4821398
45.4496057,-73.4713877
45.4494346,-73.4715858
45.4493165,-73.4718478
45.4487729,-73.4730334
45.4480276,-73.4734541
45.4471079,-73.4740288
45.4466864,-73.4742262
45.4462047,-73.4743292
45.4445005,-73.4743979
45.4543083,-73.4691200
45.4434467,-73.4744579
45.4429182,-73.4746152
45.4424424,-73.4748813
45.4419064,-73.4753019
45.4415511,-73.4758254
45.4413042,-73.4765550
45.4411958,-73.4772588
45.4412065,-73.4781487
45.4412653,-73.4801931
45.4413630,-73.4822600
45.4414353,-73.4831526
45.4415363,-73.4835405
45.4418568,-73.4841654
45.4426277,-73.4852383
45.4428927,-73.4857790
45.4430021,-73.4860971
45.4430914,-73.4867403
45.4431215,-73.4875128
45.4424290,-73.4875128
45.4410387,-73.4873524
45.4408426,-73.4873678
45.4406869,-73.4875472
45.4406343,-73.4877016
45.4406715,-73.4898479
45.4408632,-73.4900190
45.4348125,-73.4690967
45.4570827,-73.4922207
45.4539303,-73.4926830
45.4528641,-73.4925897
45.4463370,-73.4931219
45.4459817,-73.4931648
45.4452081,-73.4932252
45.4444281,-73.4933107
45.4433321,-73.4934051
45.4420343,-73.4934491
45.4419563,-73.4934569
45.4416601,-73.4934427
45.4414982,-73.4934255
45.4413243,-73.4934041
45.4411477,-73.4933848
45.4437207,-73.4953967
45.4434104,-73.4952762
45.4433863,-73.4948385
45.4433321,-73.4945037
45.4392867,-73.4922105
45.4397986,-73.4924251
45.4409248,-73.4928199
45.4525149,-73.4920146
45.4547021,-73.4920732
45.4562395,-73.4921858
45.4576173,-73.4922663
45.4423626,-73.4931132
45.4354572,-73.4917328
45.4354931,-73.4909096
45.4354409,-73.4907032
45.4355407,-73.4908286
45.4350212,-73.4916823
45.4428955,-73.4723795
45.4352508,-73.4917116
45.4352906,-73.4908756
45.4371842,-73.4863190
45.4360098,-73.4863791
45.4370999,-73.4853749
45.4371722,-73.4854865
45.4372445,-73.4904475
45.4371849,-73.4912149
45.4348594,-73.4832206
45.4372083,-73.4873061
45.4359978,-73.4873748
45.4360038,-73.4882846
45.4365519,-73.4883446
45.4365458,-73.4892459
45.4359857,-73.4892545
45.4359556,-73.4901986
45.4393042,-73.4881215
45.4386056,-73.4881816
45.4379603,-73.4882249
45.4372324,-73.4882417
45.4385662,-73.4848708
45.4384972,-73.4792981
45.4379121,-73.4849204
45.4378226,-73.4802422
45.4365946,-73.4826221
45.4365639,-73.4816413
45.4365639,-73.4814095
45.4392560,-73.4848599
45.4360218,-73.4853663
45.4391181,-73.4789411
45.4371059,-73.4810748
45.4371421,-73.4807400
45.4370879,-73.4806714
45.4370156,-73.4807057
45.4369855,-73.4808001
45.4384670,-73.4740538
45.4385447,-73.4742897
45.4446759,-73.4852290
45.4416529,-73.4848256
45.4395631,-73.4845938
45.4376721,-73.4846711
45.4340042,-73.4848685
45.4476446,-73.4856152
45.4495835,-73.4858556
45.4517451,-73.4856839
45.4546533,-73.4855208
45.4576576,-73.4853148
45.4326851,-73.4829545
45.4607159,-73.4851002
45.4634490,-73.4849372
45.4664949,-73.4847312
45.4677791,-73.4938400
45.4673348,-73.4874880
45.4715094,-73.5040845
45.4309083,-73.4804396
45.4691968,-73.4976527
45.4261339,-73.4687164
45.4272062,-73.4718922
45.4281820,-73.4748448
45.4293205,-73.4781407
45.4249834,-73.4652746
45.4236942,-73.4414395
45.4236099,-73.4443663
45.4235497,-73.4472073
45.4235135,-73.4498165
45.4233990,-73.4536789
45.4232424,-73.4602192
45.4241701,-73.4628199
45.4340631,-73.4790493
45.4340650,-73.4778156
45.4341525,-73.4813821
45.4348810,-73.4791118
45.4344086,-73.4770020
45.4349551,-73.4772509
